Date,Open,High,Low,Close,Adj Close,Volume,Return,MA_20,STD_20,Z_Score,MA_10,Bollinger_Width,Lagged_Return_1
1928-02-17,17.040001,17.040001,17.040001,17.040001,17.040001,0,-0.017867377521613936,17.4995001,0.14659161712440222,-3.134552364000824,17.4100004,0.5863664684976087,-0.002873563218390607
1928-02-20,16.950001,16.950001,16.950001,16.950001,16.950001,0,-0.005281689830886727,17.47300015,0.19136861674356315,-2.7329410584642893,17.3650005,0.7654744669742541,-0.017867377521613936
1928-02-21,17.110001,17.110001,17.110001,17.110001,17.110001,0,0.00943952746669452,17.44650025,0.20334723672779267,-1.6548011933422446,17.3310005,0.8133889469111679,-0.005281689830886727
1928-02-23,17.129999,17.129999,17.129999,17.129999,17.129999,0,0.0011687901128702993,17.41750025,0.20514094320628876,-1.4014815643646932,17.3000003,0.8205637728251531,0.00943952746669452
1928-02-24,17.18,17.18,17.18,17.18,17.18,0,0.0029189143560368613,17.40050025,0.21022462861021438,-1.0488792462506316,17.269000300000002,0.840898514440859,0.0011687901128702993
1928-02-27,17.110001,17.110001,17.110001,17.110001,17.110001,0,-0.004074447031431894,17.374500349999998,0.21249071026264518,-1.2447572398485949,17.2250005,0.8499628410505835,0.0029189143560368613
1928-02-28,17.16,17.16,17.16,17.16,17.16,0,0.00292220906357632,17.348000300000002,0.2039502550301232,-0.9217948757761294,17.1870004,0.8158010201204959,-0.004074447031431894
1928-02-29,17.26,17.26,17.26,17.26,17.26,0,0.005827505827505908,17.3365003,0.20199707684312676,-0.37871983691828526,17.1690003,0.8079883073725043,0.00292220906357632
1928-03-01,17.299999,17.299999,17.299999,17.299999,17.299999,0,0.0023174391657010407,17.32300025,0.1944518300534718,-0.1182876499217057,17.1590002,0.7778073202138884,0.005827505827505908
1928-03-02,17.299999,17.299999,17.299999,17.299999,17.299999,0,0.0,17.311500149999997,0.18826821167413202,-0.06108917643465112,17.1540001,0.7530728466965257,0.0023174391657010407
1928-03-05,17.57,17.57,17.57,17.57,17.57,0,0.015606995121791645,17.3085002,0.18333950847815073,1.4263145034621014,17.207,0.7333580339126016,0.0
1928-03-06,17.67,17.67,17.67,17.67,17.67,0,0.00569151963574277,17.322000199999998,0.199646928352502,1.7430761538467845,17.278999900000002,0.7985877134100079,0.015606995121791645
1928-03-07,17.58,17.58,17.58,17.58,17.58,0,-0.005093378607810006,17.328500150000004,0.2060472261924617,1.220593233150721,17.325999799999998,0.8241889047698479,0.00569151963574277
1928-03-08,17.639999,17.639999,17.639999,17.639999,17.639999,0,0.003412912400455159,17.33850005,0.2163395069415983,1.3936379640607668,17.3769998,0.8653580277663906,-0.005093378607810006
1928-03-09,17.93,17.93,17.93,17.93,17.93,0,0.016439966918365467,17.360500050000002,0.2519913134479195,2.25999833965586,17.4519998,1.0079652537916743,0.003412912400455159
1928-03-12,18.0,18.0,18.0,18.0,18.0,0,0.003904071388733943,17.3830001,0.28740381530722076,2.146804833959691,17.5409997,1.149615261228881,0.016439966918365467
1928-03-13,17.92,17.92,17.92,17.92,17.92,0,-0.004444444444444362,17.402000049999998,0.31000150729760445,1.670959456021995,17.6169997,1.2400060291904182,0.003904071388733943
1928-03-14,17.93,17.93,17.93,17.93,17.93,0,0.0005580357142855874,17.426499999999997,0.33176185815541964,1.5176548708746656,17.683999699999998,1.3270474326216757,-0.004444444444444362
1928-03-15,18.07,18.07,18.07,18.07,18.07,0,0.007808142777467886,17.46,0.3614443015988991,1.687673584288311,17.7609998,1.4457772063955971,0.0005580357142855874
1928-03-16,18.26,18.26,18.26,18.26,18.26,0,0.010514665190924255,17.5055,0.401883243060784,1.877410947153832,17.856999899999998,1.6075329722431349,0.007808142777467886
1928-03-19,18.360001,18.360001,18.360001,18.360001,18.360001,0,0.005476506024096217,17.5715,0.4288942527015508,1.838450841981052,17.936,1.7155770108062,0.010514665190924255
1928-03-20,18.459999,18.459999,18.459999,18.459999,18.459999,0,0.005446513864568958,17.6469999,0.4462840780446918,1.8217076073204288,18.0149999,1.7851363121787642,0.005476506024096217
1928-03-21,18.65,18.65,18.65,18.65,18.65,0,0.010292579105773525,17.723999850000002,0.4803113915393327,1.9279162774638594,18.1219999,1.9212455661573316,0.005446513864568958
1928-03-22,18.6,18.6,18.6,18.6,18.6,0,-0.002680965147452974,17.797499900000002,0.49682019039009756,1.6152727194317238,18.217999999999996,1.9872807615603918,0.010292579105773525
1928-03-23,18.780001,18.780001,18.780001,18.780001,18.780001,0,0.009677473118279378,17.87749995,0.5204136944983464,1.734199271735086,18.3030001,2.0816547779933856,-0.002680965147452974
1928-03-26,19.049999,19.049999,19.049999,19.049999,19.049999,0,0.014376889543296745,17.97449985,0.5497988927544584,1.956168272023639,18.408,2.1991955710178317,0.009677473118279378
1928-03-27,18.940001,18.940001,18.940001,18.940001,18.940001,0,-0.005774173531452709,18.0634999,0.5550561808458191,1.5791214119340995,18.5100001,2.220224723383275,0.014376889543296745
1928-03-28,18.889999,18.889999,18.889999,18.889999,18.889999,0,-0.0026400209799355423,18.144999849999998,0.5505166831454811,1.3532726124543735,18.606,2.202066732581926,-0.005774173531452709
1928-03-29,18.950001,18.950001,18.950001,18.950001,18.950001,0,0.003176389792291623,18.22749995,0.5407684023687681,1.3360637323393463,18.6940001,2.16307360947507,-0.0026400209799355423
1928-03-30,19.280001,19.280001,19.280001,19.280001,19.280001,0,0.01741424710215056,18.32650005,0.5432678358061723,1.7551212995797338,18.7960002,2.1730713432246915,0.003176389792291623
1928-04-02,18.91,18.91,18.91,18.91,18.91,0,-0.01919092224113461,18.39350005,0.5274595895226639,0.9792218404208329,18.8510001,2.1098383580906557,0.01741424710215056
1928-04-03,19.02,19.02,19.02,19.02,19.02,0,0.005817028027498727,18.461000050000003,0.5162610324045552,1.0827854804310513,18.907000200000002,2.0650441296182223,-0.01919092224113461
1928-04-04,18.99,18.99,18.99,18.99,18.99,0,-0.001577287066246158,18.53150005,0.4849448409767274,0.9454682497014206,18.941000199999998,1.9397793639069079,0.005817028027498727
1928-04-05,19.23,19.23,19.23,19.23,19.23,0,0.012638230647709525,18.6110001,0.46083341984117737,1.3432183373621982,19.0040002,1.8433336793647115,-0.001577287066246158
1928-04-09,19.27,19.27,19.27,19.27,19.27,0,0.002080083203328087,18.6780001,0.45397200864369247,1.3040449382962775,19.0530001,1.815888034574769,0.012638230647709525
1928-04-10,19.1,19.1,19.1,19.1,19.1,0,-0.008822003113648114,18.733000099999998,0.43368803291668884,0.8462301750219234,19.0580002,1.7347521316667525,0.002080083203328087
1928-04-11,19.440001,19.440001,19.440001,19.440001,19.440001,0,0.017801099476439708,18.80900015,0.41656375300335396,1.5147761787975802,19.1080002,1.6662550120134156,-0.008822003113648114
1928-04-12,19.41,19.41,19.41,19.41,19.41,0,-0.001543261237486493,18.88300015,0.3822386552657874,1.3787194014523545,19.1600003,1.52895462106315,0.017801099476439708
1928-04-13,19.73,19.73,19.73,19.73,19.73,0,0.016486347243688915,18.966000150000003,0.3765970137126592,2.0286933304864814,19.2380002,1.506388054850639,-0.001543261237486493
1928-04-16,19.68,19.68,19.68,19.68,19.68,0,-0.0025342118601114905,19.037000149999997,0.37029294789883527,1.7364625863079393,19.2780001,1.4811717915953437,0.016486347243688915
1928-04-17,19.52,19.52,19.52,19.52,19.52,0,-0.008130081300813052,19.0950001,0.3489006494094094,1.21811151890776,19.3390001,1.395602597637641,-0.0025342118601114905
1928-04-18,19.52,19.52,19.52,19.52,19.52,0,0.0,19.148000149999998,0.3271986369170077,1.1369235932799977,19.389000099999997,1.308794547668029,-0.008130081300813052
1928-04-19,19.629999,19.629999,19.629999,19.629999,19.629999,0,0.0056351946721311386,19.1970001,0.32203455617190385,1.3445727848189806,19.453,1.2881382246876143,0.0
1928-04-20,19.34,19.34,19.34,19.34,19.34,0,-0.014773255974185329,19.2340001,0.29083172056126366,0.36447159132241774,19.464,1.1633268822450518,0.0056351946721311386
1928-04-23,19.15,19.15,19.15,19.15,19.15,0,-0.009824198552223384,19.252500050000002,0.2715622033043768,-0.37744593596892234,19.452,1.0862488132175088,-0.014773255974185329
1928-04-24,19.25,19.25,19.25,19.25,19.25,0,0.005221932114882533,19.2625001,0.26736276656946406,-0.04675333128987795,19.467000000000002,1.069451066277857,-0.009824198552223384
1928-04-25,19.33,19.33,19.33,19.33,19.33,0,0.004155844155844024,19.28200005,0.2566094447953141,0.18705449457748952,19.4559999,1.0264377791812578,0.005221932114882533
1928-04-26,19.469999,19.469999,19.469999,19.469999,19.469999,0,0.007242576306259796,19.31100005,0.2423545160997603,0.6560593652587525,19.461999799999997,0.9694180643990435,0.004155844155844024
1928-04-27,19.68,19.68,19.68,19.68,19.68,0,0.010785876260188676,19.347500000000004,0.24008487972777287,1.3849268657693508,19.4569998,0.9603395189110913,0.007242576306259796
1928-04-30,19.75,19.75,19.75,19.75,19.75,0,0.0035569105691057867,19.37099995,0.2556291950630463,1.4826164511707078,19.4639998,1.0225167802521824,0.010785876260188676
1928-05-01,19.780001,19.780001,19.780001,19.780001,19.780001,0,0.001519037974683446,19.414499999999997,0.24692799291377684,1.4801926492296429,19.4899999,0.9877119716551093,0.0035569105691057867
1928-05-02,19.83,19.83,19.83,19.83,19.83,0,0.0025277551805988896,19.455,0.2452388996365645,1.5291211979654815,19.5209999,0.9809555985462595,0.001519037974683446
1928-05-03,19.93,19.93,19.93,19.93,19.93,0,0.005042864346949116,19.502,0.24147793186782898,1.7724186913869346,19.551,0.9659117274713154,0.0025277551805988896
1928-05-04,20.24,20.24,20.24,20.24,20.24,0,0.015554440541896586,19.552500000000002,0.2835466396244578,2.424645204438159,19.641,1.1341865584978308,0.005042864346949116
1928-05-07,20.41,20.41,20.41,20.41,20.41,0,0.008399209486166015,19.6095,0.33388425665539034,2.3975374221558883,19.767,1.3355370266215587,0.015554440541896586
1928-05-08,20.27,20.27,20.27,20.27,20.27,0,-0.006859382655561075,19.668,0.3423079745987551,1.7586502350862545,19.869,1.3692318983950216,0.008399209486166015
1928-05-09,20.24,20.24,20.24,20.24,20.24,0,-0.0014800197335964604,19.70799995,0.3605201487911229,1.4756458183651358,19.96,1.4420805951644908,-0.006859382655561075
1928-05-10,20.209999,20.209999,20.209999,20.209999,20.209999,0,-0.0014822628458497356,19.7479999,0.369972967149305,1.248737451170472,20.034,1.479891868597221,-0.0014800197335964604
1928-05-11,20.360001,20.360001,20.360001,20.360001,20.360001,0,0.007422167611190966,19.779499949999998,0.39437466950558253,1.4719531828141033,20.1020001,1.5774986780223301,-0.0014822628458497356
1928-05-14,20.440001,20.440001,20.440001,20.440001,20.440001,0,0.003929272891489477,19.817500000000003,0.4200612449084166,1.4819291413939324,20.1710002,1.6802449796336631,0.007422167611190966
1928-05-15,20.389999,20.389999,20.389999,20.389999,20.389999,0,-0.0024462816807102605,19.86099995,0.43249469008040264,1.2231342075012672,20.232,1.7299787603216075,0.003929272891489477
1928-05-16,20.049999,20.049999,20.049999,20.049999,20.049999,0,-0.016674841425936338,19.8874999,0.42669946344667853,0.3808279923471343,20.2539999,1.7067978537867106,-0.0024462816807102605
1928-05-17,20.120001,20.120001,20.120001,20.120001,20.120001,0,0.0034913717452054183,19.912,0.42520095311128697,0.4891828169198853,20.273000000000003,1.7008038124451446,-0.016674841425936338
1928-05-18,19.92,19.92,19.92,19.92,19.92,0,-0.00994040706061583,19.940999999999995,0.4033531272515307,-0.05206356063999996,20.241,1.6134125090061247,0.0034913717452054183
1928-05-21,19.629999,19.629999,19.629999,19.629999,19.629999,0,-0.014558283132530159,19.96499995,0.3663979595157757,-0.9143089946317615,20.1629999,1.465591838063105,-0.00994040706061583
1928-05-22,19.360001,19.360001,19.360001,19.360001,19.360001,0,-0.013754356278877111,19.970499999999998,0.35577163136589135,-1.7159856103651303,20.072,1.4230865254635674,-0.014558283132530159
1928-05-23,19.75,19.75,19.75,19.75,19.75,0,0.020144575405755427,19.9915,0.32722562793810145,-0.7380228789588603,20.023000000000003,1.3089025117524073,-0.013754356278877111
1928-05-24,19.870001,19.870001,19.870001,19.870001,19.870001,0,0.00607599999999997,20.0115001,0.3051534776926126,-0.4636981399325088,19.9890002,1.220613910770453,0.020144575405755427
1928-05-25,19.9,19.9,19.9,19.9,19.9,0,0.0015097633865241988,20.0225001,0.2964149127942846,-0.4132723918820386,19.9430001,1.18565965117714,0.00607599999999997
1928-05-28,19.57,19.57,19.57,19.57,19.57,0,-0.016582914572864205,20.013500099999998,0.30764421060100716,-1.4416006695968226,19.856,1.2305768424040266,0.0015097633865241988
1928-05-29,19.82,19.82,19.82,19.82,19.82,0,0.012774655084312636,20.01550005,0.3061728707608764,-0.6385283239307211,19.7990001,1.2246914830435074,-0.016582914572864205
1928-05-31,20.0,20.0,20.0,20.0,20.0,0,0.00908173562058523,20.02400005,0.3030962754819153,-0.07918292615718234,19.7940002,1.2123851019276586,0.012774655084312636
1928-06-01,20.07,20.07,20.07,20.07,20.07,0,0.0035000000000000586,20.03100005,0.3024269966723745,0.12895657606338087,19.7890001,1.2097079866895015,0.00908173562058523
1928-06-04,19.799999,19.799999,19.799999,19.799999,19.799999,0,-0.013452964623816621,20.009,0.3024270368735517,-0.69107908525846,19.777,1.2097081474942044,0.0035000000000000586
1928-06-05,19.85,19.85,19.85,19.85,19.85,0,0.002525303157843606,19.980999999999998,0.2889709637580801,-0.45333274421878206,19.7990001,1.1558838550323216,-0.013452964623816621
1928-06-06,19.66,19.66,19.66,19.66,19.66,0,-0.009571788413098248,19.950499999999998,0.2890542782766062,-1.0050015579496399,19.829,1.1562171131064218,0.002525303157843606
1928-06-07,19.610001,19.610001,19.610001,19.610001,19.610001,0,-0.002543184130213594,19.91900005,0.2901705054120965,-1.0648878650197893,19.8150001,1.160682021648384,-0.009571788413098248
1928-06-08,19.370001,19.370001,19.370001,19.370001,19.370001,0,-0.0122386531239852,19.87700015,0.30618357565448057,-1.6558665791144076,19.765000099999998,1.2247343026179252,-0.002543184130213594
1928-06-11,18.68,18.68,18.68,18.68,18.68,0,-0.03562214581196965,19.7930001,0.3865923072184974,-2.8790021922783535,19.643000100000002,1.546369228873992,-0.0122386531239852
1928-06-12,18.34,18.34,18.34,18.34,18.34,0,-0.018201284796573902,19.68800005,0.47637433003496615,-2.8297075745056532,19.520000099999997,1.9054973201398653,-0.03562214581196965
1928-06-13,18.889999,18.889999,18.889999,18.889999,18.889999,0,0.02998904034896399,19.61300005,0.4781114544147383,-1.5122019004648914,19.427,1.9124458176589556,-0.018201284796573902
1928-06-14,19.049999,19.049999,19.049999,19.049999,19.049999,0,0.008470090443096323,19.56300005,0.48227655278780734,-1.06370721743487,19.3319999,1.929106211151229,0.02998904034896399
1928-06-15,18.74,18.74,18.74,18.74,18.74,0,-0.016272914240048064,19.494,0.49688935970685805,-1.5174404226422291,19.1989999,1.9875574388274302,0.008470090443096323
1928-06-18,18.4,18.4,18.4,18.4,18.4,0,-0.018143009605122717,19.418,0.5424564828535918,-1.8766482329509875,19.058999999999997,2.1698259314143655,-0.016272914240048064
1928-06-19,18.34,18.34,18.34,18.34,18.34,0,-0.003260869565217317,19.35350005,0.5904885235752195,-1.7163755255793658,18.907999999999998,2.361954094300877,-0.018143009605122717
1928-06-20,18.57,18.57,18.57,18.57,18.57,0,0.012540894220283594,19.314,0.6159067863516292,-1.207974999605282,18.799,2.4636271454065195,-0.003260869565217317
1928-06-21,18.559999,18.559999,18.559999,18.559999,18.559999,0,-0.0005385568120623851,19.254499950000003,0.6289129556124579,-1.1042878729118755,18.693999799999997,2.5156518224498328,0.012540894220283594
1928-06-22,18.540001,18.540001,18.540001,18.540001,18.540001,0,-0.0010774785063296655,19.18799995,0.6307189221334614,-1.0273973512766756,18.610999800000002,2.522875688533844,-0.0005385568120623851
1928-06-25,18.469999,18.469999,18.469999,18.469999,18.469999,0,-0.0037757279516866804,19.1164999,0.6267987575142825,-1.0314329635301935,18.5899997,2.507195030057133,-0.0010774785063296655
1928-06-26,18.68,18.68,18.68,18.68,18.68,0,0.011369843604214447,19.0719999,0.6244965040569417,-0.6277055154887773,18.623999700000002,2.4979860162277703,-0.0037757279516866804
1928-06-27,18.860001,18.860001,18.860001,18.860001,18.860001,0,0.009636027837259142,19.02399995,0.6004069351614182,-0.27314632859113974,18.6209999,2.4016277406456723,0.011369843604214447
1928-06-28,19.07,19.07,19.07,19.07,19.07,0,0.01113462295150458,18.977499950000002,0.5551470253340955,0.1666226166740789,18.622999999999998,2.220588101336382,0.009636027837259142
1928-06-29,19.139999,19.139999,19.139999,19.139999,19.139999,0,0.0036706345044572597,18.9309999,0.49445241716731647,0.4226879933105416,18.6629999,1.9778096686692663,0.01113462295150458
1928-07-02,18.98,18.98,18.98,18.98,18.98,0,-0.008359404825465155,18.88999995,0.45066046969733187,0.19970699906394138,18.720999900000002,1.8026418787893306,0.0036706345044572597
1928-07-03,19.290001,19.290001,19.290001,19.290001,19.290001,0,0.01633303477344561,18.862000000000002,0.4027225190735267,1.062768977966828,18.816000000000003,1.6108900762941047,-0.008359404825465155
1928-07-05,19.48,19.48,19.48,19.48,19.48,0,0.009849610686904597,18.853,0.3855974939868346,1.6260479120785116,18.907000000000004,1.5423899759473372,0.01633303477344561
1928-07-06,19.389999,19.389999,19.389999,19.389999,19.389999,0,-0.004620174537987687,18.841999899999998,0.3654788126920778,1.4994004603536364,18.990000000000002,1.461915250768314,0.009849610686904597
1928-07-09,19.459999,19.459999,19.459999,19.459999,19.459999,0,0.003610108489433106,18.846499799999997,0.37280256041649595,1.6456410581370482,19.0819998,1.491210241665982,-0.004620174537987687
1928-07-10,19.43,19.43,19.43,19.43,19.43,0,-0.001541572535538216,18.883999799999998,0.39237995361698036,1.391508906015563,19.1779999,1.5695198144679239,0.003610108489433106
1928-07-11,18.950001,18.950001,18.950001,18.950001,18.950001,0,-0.024704014410705022,18.914499850000002,0.3709939598749456,0.09569198919563249,19.205000000000002,1.4839758394997844,-0.001541572535538216
1928-07-12,18.809999,18.809999,18.809999,18.809999,18.809999,0,-0.007387967947864449,18.91049985,0.3717026247029488,-0.2703797157211794,19.1999998,1.486810498811792,-0.024704014410705022
1928-07-13,18.959999,18.959999,18.959999,18.959999,18.959999,0,0.007974482082641288,18.90599985,0.37046763734005744,0.14575942554040866,19.188999700000004,1.4818705493602309,-0.007387967947864449
1928-07-16,18.700001,18.700001,18.700001,18.700001,18.700001,0,-0.013712975406802497,18.9039999,0.3715174229824868,-0.5490964551872843,19.1449999,1.4860696919299485,0.007974482082641288
1928-07-17,18.799999,18.799999,18.799999,18.799999,18.799999,0,0.00534748634505422,18.92399985,0.35327632274349535,-0.3510024363847202,19.1269998,1.4131052909739807,-0.013712975406802497
1928-07-18,19.030001,19.030001,19.030001,19.030001,19.030001,0,0.012234149586922705,18.9584999,0.32587165652603395,0.21941490942243622,19.100999800000004,1.3034866261041387,0.00534748634505422
1928-07-19,18.99,18.99,18.99,18.99,18.99,0,-0.002101996736626588,18.9794999,0.31278834932648925,0.03356934496635609,19.051999799999997,1.2511533973059557,0.012234149586922705
1928-07-20,19.030001,19.030001,19.030001,19.030001,19.030001,0,0.0021064244339126237,19.003,0.29686242959657155,0.09095458807870085,19.016,1.1874497183862829,-0.002101996736626588
1928-07-23,19.120001,19.120001,19.120001,19.120001,19.120001,0,0.004729374423049215,19.032000000000004,0.27691152871911706,0.3177946415125893,18.982000199999998,1.1076461148764665,0.0021064244339126237
1928-07-24,19.09,19.09,19.09,19.09,19.09,0,-0.001569089876093499,19.06300005,0.24335578394525273,0.1109484622156117,18.9480002,0.9734231357810117,0.004729374423049215
1928-07-25,19.200001,19.200001,19.200001,19.200001,19.200001,0,0.005762231534835127,19.0890001,0.2275474368141859,0.4878143280982914,18.9730002,0.9101897472567444,-0.001569089876093499
1928-07-26,19.24,19.24,19.24,19.24,19.24,0,0.0020832811414956964,19.108000049999998,0.22324394304420522,0.5912812155170685,19.016000299999998,0.8929757721768183,0.005762231534835127
1928-07-27,19.42,19.42,19.42,19.42,19.42,0,0.00935550935550955,19.12550005,0.23358693513083958,1.2607723537065263,19.0620004,0.9343477405233571,0.0020832811414956964
1928-07-30,19.469999,19.469999,19.469999,19.469999,19.469999,0,0.0025746138002058494,19.14200005,0.24599086162022582,1.3333785972357952,19.1390002,0.9839634464809066,0.00935550935550955
1928-07-31,19.43,19.43,19.43,19.43,19.43,0,-0.0020543914768563765,19.164500049999997,0.2509239275591581,1.058089408143063,19.202000299999998,1.0036957102366344,0.0025746138002058494
1928-08-01,19.42,19.42,19.42,19.42,19.42,0,-0.0005146680391147074,19.171,0.2559788519237282,0.9727366074530043,19.2410002,1.0239154076949148,-0.0020543914768563765
1928-08-02,19.33,19.33,19.33,19.33,19.33,0,-0.00463439752832151,19.1635,0.24853817667265704,0.6699172023752789,19.2750002,0.9941527066906275,-0.0005146680391147074
1928-08-03,19.360001,19.360001,19.360001,19.360001,19.360001,0,0.001552043455768315,19.1620001,0.24718617871549559,0.8010193006296431,19.308000200000002,0.9887447148619799,-0.00463439752832151
1928-08-06,19.58,19.58,19.58,19.58,19.58,0,0.0113635841237818,19.16800015,0.2560961673823001,1.608770073411385,19.3540001,1.0243846695291978,0.001552043455768315
1928-08-07,19.49,19.49,19.49,19.49,19.49,0,-0.004596527068437162,19.17100015,0.2596535823797544,1.228559402401953,19.3940001,1.0386143295190209,0.0113635841237818
1928-08-08,19.25,19.25,19.25,19.25,19.25,0,-0.012314007183170772,19.186000099999998,0.25483534994078555,0.25114215910341203,19.399,1.0193413997631424,-0.004596527068437162
1928-08-09,19.299999,19.299999,19.299999,19.299999,19.299999,0,0.002597350649350627,19.210500099999997,0.23990063491386257,0.37306654078734464,19.4049999,0.9596025396554495,-0.012314007183170772
1928-08-10,19.25,19.25,19.25,19.25,19.25,0,-0.002590621895887102,19.22500015,0.2326165118373523,0.10747237933599707,19.3879999,0.9304660473494124,0.002597350649350627
1928-08-13,19.290001,19.290001,19.290001,19.290001,19.290001,0,0.002077974025973983,19.254500150000002,0.19725676467730074,0.1799727885534133,19.3700001,0.7890270587092019,-0.002590621895887102
1928-08-14,19.129999,19.129999,19.129999,19.129999,19.129999,0,-0.008294556335170622,19.27100015,0.1690186277507464,-0.8342343792302787,19.34,0.6760745110029873,0.002077974025973983
1928-08-15,19.469999,19.469999,19.469999,19.469999,19.469999,0,0.01777313213659859,19.29300005,0.16457579824771237,1.075485896982194,19.344999899999998,0.65830319299085,-0.008294556335170622
1928-08-16,19.610001,19.610001,19.610001,19.610001,19.610001,0,0.007190652654887053,19.3240001,0.16288180797411483,1.7558799448336948,19.373,0.6515272318964591,0.01777313213659859
1928-08-17,19.639999,19.639999,19.639999,19.639999,19.639999,0,0.001529729651722045,19.354499999999998,0.16204192764928244,1.761883508433231,19.4009998,0.6481677105971286,0.007190652654887053
1928-08-20,19.77,19.77,19.77,19.77,19.77,0,0.0066191958563746045,19.386999949999996,0.17702507613159735,2.1635355756903487,19.419999800000003,0.7081003045263898,0.001529729651722045
1928-08-21,20.02,20.02,20.02,20.02,20.02,0,0.01264542235710664,19.43349995,0.2133263828785115,2.7493085575543055,19.4729998,0.8533055315140459,0.0066191958563746045
1928-08-22,20.0,20.0,20.0,20.0,20.0,0,-0.0009990009990009652,19.4734999,0.24050991816811187,2.189099327005659,19.5479998,0.9620396726724465,0.01264542235710664
1928-08-23,20.02,20.02,20.02,20.02,20.02,0,0.0009999999999998899,19.5124999,0.2628563295802286,1.9307128757768777,19.6199999,1.0514253183209163,-0.0009990009990009652
1928-08-24,20.34,20.34,20.34,20.34,20.34,0,0.01598401598401611,19.558499899999997,0.3200868084563286,2.4415254841926024,19.728999899999998,1.2803472338253172,0.0009999999999998899
1928-08-27,20.379999,20.379999,20.379999,20.379999,20.379999,0,0.001966519174041448,19.6039999,0.36794443917007363,2.1090116261855303,19.8379997,1.4717777566802965,0.01598401598401611
1928-08-28,20.540001,20.540001,20.540001,20.540001,20.540001,0,0.007850932671782607,19.65949995,0.4203066599149636,2.0949014944901,19.978999899999998,1.6812266396598545,0.001966519174041448
1928-08-29,20.58,20.58,20.58,20.58,20.58,0,0.0019473708886381669,19.717499949999997,0.4633502821277019,1.8614428074574723,20.09,1.8534011285108107,0.007850932671782607
1928-08-30,20.610001,20.610001,20.610001,20.610001,20.610001,0,0.0014577745383868024,19.7815,0.49437137010496063,1.6758676778230486,20.189999999999998,1.977485480419844,0.0019473708886381669
1928-08-31,20.870001,20.870001,20.870001,20.870001,20.870001,0,0.012615234710565915,19.857,0.539825800362813,1.8765331322051826,20.313000199999998,2.1593032014512517,0.0014577745383868024
1928-09-04,20.969999,20.969999,20.969999,20.969999,20.969999,0,0.0047914707814342705,19.92649995,0.5894805435390443,1.770201003980863,20.433000099999997,2.3579221741561796,0.012615234710565915
1928-09-05,21.07,21.07,21.07,21.07,21.07,0,0.004768765129650188,20.00549995,0.6322266029056469,1.683731821956984,20.5380001,2.528906411622586,0.0047914707814342705
